,Level_id,Agg_Level_1,Agg_Level_2,Dollar_Sales,weight
640,Level12,HOUSEHOLD_1_078,CA_1,62.48,1.6016505e-05
641,Level12,HOUSEHOLD_1_079,CA_1,227.97,5.8439221e-05
642,Level12,HOUSEHOLD_1_080,CA_1,167.52,4.2943099e-05
643,Level12,HOUSEHOLD_1_081,CA_1,127.68,3.273027e-05
644,Level12,HOUSEHOLD_1_082,CA_1,125.28,3.211504e-05
645,Level12,HOUSEHOLD_1_083,CA_1,89.24,2.2876326e-05
646,Level12,HOUSEHOLD_1_085,CA_1,33.34,8.546579e-06
647,Level12,HOUSEHOLD_1_086,CA_1,194.99,4.9984927e-05
648,Level12,HOUSEHOLD_1_087,CA_1,129.63,3.3230145e-05
649,Level12,HOUSEHOLD_1_088,CA_1,185.07,4.7441973e-05
650,Level12,HOUSEHOLD_1_089,CA_1,73.08,1.8733773e-05
651,Level12,HOUSEHOLD_1_090,CA_1,82.88,2.1245965e-05
652,Level12,HOUSEHOLD_1_091,CA_1,34.4,8.818306e-06
653,Level12,HOUSEHOLD_1_092,CA_1,0.0,0.0
654,Level12,HOUSEHOLD_1_093,CA_1,193.06,4.9490179e-05
655,Level12,HOUSEHOLD_1_094,CA_1,142.68,3.6575462e-05
656,Level12,HOUSEHOLD_1_095,CA_1,89.55,2.2955794e-05
657,Level12,HOUSEHOLD_1_096,CA_1,881.34,0.000225928074
658,Level12,HOUSEHOLD_1_097,CA_1,35.73,9.159246e-06
659,Level12,HOUSEHOLD_1_098,CA_1,95.76,2.4547703e-05
660,Level12,HOUSEHOLD_1_099,CA_1,73.47,1.8833748e-05
661,Level12,HOUSEHOLD_1_100,CA_1,350.68,8.9895451e-05
662,Level12,HOUSEHOLD_1_101,CA_1,99.54,2.5516691e-05
663,Level12,HOUSEHOLD_1_102,CA_1,503.16,0.000128983105
664,Level12,HOUSEHOLD_1_103,CA_1,133.38,3.4191443e-05
665,Level12,HOUSEHOLD_1_104,CA_1,5.94,1.522696e-06
666,Level12,HOUSEHOLD_1_105,CA_1,47.28,1.2120044e-05
667,Level12,HOUSEHOLD_1_106,CA_1,1012.22,0.000259478652
668,Level12,HOUSEHOLD_1_107,CA_1,153.12,3.9251715e-05
669,Level12,HOUSEHOLD_1_108,CA_1,29.28,7.505814e-06
670,Level12,HOUSEHOLD_1_109,CA_1,146.89,3.7654679e-05
671,Level12,HOUSEHOLD_1_110,CA_1,1111.6,0.000284954328
672,Level12,HOUSEHOLD_1_112,CA_1,95.04,2.4363134e-05
673,Level12,HOUSEHOLD_1_113,CA_1,212.38,5.4442785e-05
674,Level12,HOUSEHOLD_1_114,CA_1,56.26,1.4422032e-05
675,Level12,HOUSEHOLD_1_115,CA_1,98.8,2.5326995e-05
676,Level12,HOUSEHOLD_1_116,CA_1,26.73,6.852131e-06
677,Level12,HOUSEHOLD_1_117,CA_1,111.58,2.8603098e-05
678,Level12,HOUSEHOLD_1_118,CA_1,230.86,5.9180061e-05
679,Level12,HOUSEHOLD_1_119,CA_1,216.92,5.5606597e-05
680,Level12,HOUSEHOLD_1_120,CA_1,44.7,1.1458671e-05
681,Level12,HOUSEHOLD_1_121,CA_1,89.28,2.288658e-05
682,Level12,HOUSEHOLD_1_122,CA_1,83.62,2.1435661e-05
683,Level12,HOUSEHOLD_1_123,CA_1,89.7,2.2994245e-05
684,Level12,HOUSEHOLD_1_124,CA_1,123.38,3.1627982e-05
685,Level12,HOUSEHOLD_1_125,CA_1,97.24,2.4927095e-05
686,Level12,HOUSEHOLD_1_126,CA_1,161.28,4.1343499e-05
687,Level12,HOUSEHOLD_1_127,CA_1,239.4,6.1369257e-05
688,Level12,HOUSEHOLD_1_128,CA_1,72.09,1.8479991e-05
689,Level12,HOUSEHOLD_1_129,CA_1,139.68,3.5806424e-05
690,Level12,HOUSEHOLD_1_130,CA_1,449.4,0.000115201939
691,Level12,HOUSEHOLD_1_131,CA_1,59.28,1.5196197e-05
692,Level12,HOUSEHOLD_1_132,CA_1,70.92,1.8180066e-05
693,Level12,HOUSEHOLD_1_133,CA_1,65.52,1.6795797e-05
694,Level12,HOUSEHOLD_1_134,CA_1,84.6,2.168688e-05
695,Level12,HOUSEHOLD_1_135,CA_1,42.92,1.1002375e-05
696,Level12,HOUSEHOLD_1_136,CA_1,186.59,4.7831619e-05
697,Level12,HOUSEHOLD_1_137,CA_1,103.84,2.6618979e-05
698,Level12,HOUSEHOLD_1_138,CA_1,83.98,2.1527946e-05
699,Level12,HOUSEHOLD_1_139,CA_1,39.84,1.0212829e-05
700,Level12,HOUSEHOLD_1_140,CA_1,703.59,0.000180362554
701,Level12,HOUSEHOLD_1_141,CA_1,49.56,1.2704513e-05
702,Level12,HOUSEHOLD_1_142,CA_1,134.22,3.4406774e-05
703,Level12,HOUSEHOLD_1_143,CA_1,94.56,2.4240087e-05
704,Level12,HOUSEHOLD_1_144,CA_1,65.34,1.6749654e-05
705,Level12,HOUSEHOLD_1_145,CA_1,134.4,3.4452916e-05
706,Level12,HOUSEHOLD_1_146,CA_1,257.14,6.5916837e-05
707,Level12,HOUSEHOLD_1_147,CA_1,71.04,1.8210827e-05
708,Level12,HOUSEHOLD_1_148,CA_1,41.44,1.0622983e-05
709,Level12,HOUSEHOLD_1_149,CA_1,45.59,1.1686819e-05
710,Level12,HOUSEHOLD_1_150,CA_1,74.88,1.9195196e-05
711,Level12,HOUSEHOLD_1_151,CA_1,152.24,3.9026131e-05
712,Level12,HOUSEHOLD_1_152,CA_1,149.7,3.8375012e-05
713,Level12,HOUSEHOLD_1_153,CA_1,118.2,3.0300109e-05
714,Level12,HOUSEHOLD_1_154,CA_1,59.2,1.5175689e-05
715,Level12,HOUSEHOLD_1_155,CA_1,65.93,1.6900899e-05
716,Level12,HOUSEHOLD_1_156,CA_1,144.69,3.7090718e-05
717,Level12,HOUSEHOLD_1_157,CA_1,178.8,4.5834683e-05
718,Level12,HOUSEHOLD_1_158,CA_1,83.37,2.1371575e-05
719,Level12,HOUSEHOLD_1_159,CA_1,15.86,4.065649e-06
720,Level12,HOUSEHOLD_1_160,CA_1,618.14,0.00015845778
721,Level12,HOUSEHOLD_1_161,CA_1,190.88,4.8931344e-05
722,Level12,HOUSEHOLD_1_162,CA_1,155.22,3.9790042e-05
723,Level12,HOUSEHOLD_1_163,CA_1,19.96,5.116668e-06
724,Level12,HOUSEHOLD_1_164,CA_1,71.28,1.827235e-05
725,Level12,HOUSEHOLD_1_165,CA_1,161.73,4.1458855e-05
726,Level12,HOUSEHOLD_1_166,CA_1,123.5,3.1658744e-05
727,Level12,HOUSEHOLD_1_167,CA_1,43.84,1.1238213e-05
728,Level12,HOUSEHOLD_1_168,CA_1,32.67,8.374827e-06
729,Level12,HOUSEHOLD_1_169,CA_1,129.36,3.3160932e-05
730,Level12,HOUSEHOLD_1_170,CA_1,63.36,1.6242089e-05
731,Level12,HOUSEHOLD_1_171,CA_1,251.16,6.4383887e-05
732,Level12,HOUSEHOLD_1_172,CA_1,88.2,2.2609726e-05
733,Level12,HOUSEHOLD_1_173,CA_1,106.7,2.7352129e-05
734,Level12,HOUSEHOLD_1_174,CA_1,145.54,3.7308612e-05
735,Level12,HOUSEHOLD_1_175,CA_1,204.96,5.2540697e-05
736,Level12,HOUSEHOLD_1_176,CA_1,54.18,1.3888832e-05
737,Level12,HOUSEHOLD_1_177,CA_1,0.0,0.0
738,Level12,HOUSEHOLD_1_178,CA_1,62.58,1.6042139e-05
739,Level12,HOUSEHOLD_1_179,CA_1,75.46,1.9343877e-05
740,Level12,HOUSEHOLD_1_180,CA_1,213.12,5.4632481e-05
741,Level12,HOUSEHOLD_1_181,CA_1,63.04,1.6160058e-05
742,Level12,HOUSEHOLD_1_182,CA_1,115.13,2.9513127e-05
743,Level12,HOUSEHOLD_1_183,CA_1,73.2,1.8764535e-05
744,Level12,HOUSEHOLD_1_184,CA_1,359.1,9.2053886e-05
745,Level12,HOUSEHOLD_1_185,CA_1,166.32,4.2635484e-05
746,Level12,HOUSEHOLD_1_186,CA_1,157.41,4.035144e-05
747,Level12,HOUSEHOLD_1_187,CA_1,41.88,1.0735775e-05
748,Level12,HOUSEHOLD_1_188,CA_1,111.44,2.856721e-05
749,Level12,HOUSEHOLD_1_189,CA_1,17.64,4.521945e-06
750,Level12,HOUSEHOLD_1_190,CA_1,69.16,1.7728896e-05
751,Level12,HOUSEHOLD_1_191,CA_1,802.16,0.00020563059
752,Level12,HOUSEHOLD_1_192,CA_1,39.82,1.0207702e-05
753,Level12,HOUSEHOLD_1_193,CA_1,89.54,2.295323e-05
754,Level12,HOUSEHOLD_1_194,CA_1,144.42,3.7021504e-05
755,Level12,HOUSEHOLD_1_195,CA_1,65.96,1.6908589e-05
756,Level12,HOUSEHOLD_1_196,CA_1,92.59,2.3735086e-05
757,Level12,HOUSEHOLD_1_197,CA_1,228.62,5.8605846e-05
758,Level12,HOUSEHOLD_1_198,CA_1,82.45,2.1135736e-05
759,Level12,HOUSEHOLD_1_199,CA_1,5.31,1.361198e-06
760,Level12,HOUSEHOLD_1_200,CA_1,60.32,1.5462797e-05
761,Level12,HOUSEHOLD_1_201,CA_1,101.64,2.6055018e-05
762,Level12,HOUSEHOLD_1_202,CA_1,120.78,3.0961482e-05
763,Level12,HOUSEHOLD_1_203,CA_1,29.64,7.598098e-06
764,Level12,HOUSEHOLD_1_204,CA_1,188.0,4.8193067e-05
765,Level12,HOUSEHOLD_1_205,CA_1,136.62,3.5022005e-05
766,Level12,HOUSEHOLD_1_206,CA_1,29.52,7.567337e-06
767,Level12,HOUSEHOLD_1_207,CA_1,39.85,1.0215392e-05
768,Level12,HOUSEHOLD_1_208,CA_1,53.01,1.3588907e-05
769,Level12,HOUSEHOLD_1_209,CA_1,13.88,3.558084e-06
770,Level12,HOUSEHOLD_1_210,CA_1,4.68,1.1997e-06
771,Level12,HOUSEHOLD_1_211,CA_1,38.7,9.920594e-06
772,Level12,HOUSEHOLD_1_212,CA_1,223.5,5.7293354e-05
773,Level12,HOUSEHOLD_1_213,CA_1,116.48,2.9859194e-05
774,Level12,HOUSEHOLD_1_214,CA_1,246.84,6.3276472e-05
775,Level12,HOUSEHOLD_1_215,CA_1,29.12,7.464799e-06
776,Level12,HOUSEHOLD_1_216,CA_1,95.76,2.4547703e-05
777,Level12,HOUSEHOLD_1_217,CA_1,20.13,5.160247e-06
778,Level12,HOUSEHOLD_1_218,CA_1,48.5,1.2432786e-05
779,Level12,HOUSEHOLD_1_219,CA_1,97.2,2.4916841e-05
780,Level12,HOUSEHOLD_1_220,CA_1,32.94,8.444041e-06
781,Level12,HOUSEHOLD_1_221,CA_1,188.55,4.8334058e-05
782,Level12,HOUSEHOLD_1_222,CA_1,1236.28,0.00031691556
783,Level12,HOUSEHOLD_1_223,CA_1,246.22,6.3117537e-05
784,Level12,HOUSEHOLD_1_224,CA_1,111.58,2.8603098e-05
785,Level12,HOUSEHOLD_1_225,CA_1,137.24,3.5180939e-05
786,Level12,HOUSEHOLD_1_226,CA_1,169.92,4.355833e-05
787,Level12,HOUSEHOLD_1_227,CA_1,106.47,2.729317e-05
788,Level12,HOUSEHOLD_1_228,CA_1,151.52,3.8841562e-05
789,Level12,HOUSEHOLD_1_229,CA_1,38.48,9.864198e-06
790,Level12,HOUSEHOLD_1_230,CA_1,19.68,5.044891e-06
791,Level12,HOUSEHOLD_1_231,CA_1,62.37,1.5988306e-05
792,Level12,HOUSEHOLD_1_232,CA_1,101.52,2.6024256e-05
793,Level12,HOUSEHOLD_1_233,CA_1,126.72,3.2484178e-05
794,Level12,HOUSEHOLD_1_234,CA_1,77.6,1.9892458e-05
795,Level12,HOUSEHOLD_1_235,CA_1,147.44,3.7795669e-05
796,Level12,HOUSEHOLD_1_236,CA_1,123.5,3.1658744e-05
797,Level12,HOUSEHOLD_1_237,CA_1,29.4,7.536575e-06
798,Level12,HOUSEHOLD_1_238,CA_1,66.96,1.7164935e-05
799,Level12,HOUSEHOLD_1_239,CA_1,83.37,2.1371575e-05
800,Level12,HOUSEHOLD_1_241,CA_1,198.5,5.0884701e-05
801,Level12,HOUSEHOLD_1_242,CA_1,39.04,1.0007752e-05
802,Level12,HOUSEHOLD_1_243,CA_1,147.75,3.7875137e-05
803,Level12,HOUSEHOLD_1_244,CA_1,103.6,2.6557456e-05
804,Level12,HOUSEHOLD_1_245,CA_1,77.43,1.9848879e-05
805,Level12,HOUSEHOLD_1_246,CA_1,294.52,7.5499054e-05
806,Level12,HOUSEHOLD_1_247,CA_1,54.32,1.392472e-05
807,Level12,HOUSEHOLD_1_248,CA_1,143.52,3.6790793e-05
808,Level12,HOUSEHOLD_1_249,CA_1,207.22,5.3120039e-05
809,Level12,HOUSEHOLD_1_250,CA_1,18.76,4.809053e-06
810,Level12,HOUSEHOLD_1_251,CA_1,51.48,1.3196697e-05
811,Level12,HOUSEHOLD_1_252,CA_1,170.46,4.3696757e-05
812,Level12,HOUSEHOLD_1_253,CA_1,6.94,1.779042e-06
813,Level12,HOUSEHOLD_1_254,CA_1,199.82,5.1223078e-05
814,Level12,HOUSEHOLD_1_255,CA_1,94.7,2.4275976e-05
815,Level12,HOUSEHOLD_1_256,CA_1,179.1,4.5911587e-05
816,Level12,HOUSEHOLD_1_257,CA_1,131.0,3.3581339e-05
817,Level12,HOUSEHOLD_1_258,CA_1,8.91,2.284044e-06
818,Level12,HOUSEHOLD_1_259,CA_1,359.04,9.2038505e-05
819,Level12,HOUSEHOLD_1_260,CA_1,8.91,2.284044e-06
820,Level12,HOUSEHOLD_1_261,CA_1,119.4,3.0607725e-05
821,Level12,HOUSEHOLD_1_262,CA_1,189.15,4.8487865e-05
822,Level12,HOUSEHOLD_1_263,CA_1,51.94,1.3314617e-05
823,Level12,HOUSEHOLD_1_264,CA_1,89.64,2.2978865e-05
824,Level12,HOUSEHOLD_1_265,CA_1,71.1,1.8226208e-05
825,Level12,HOUSEHOLD_1_266,CA_1,21.0,5.383268e-06
826,Level12,HOUSEHOLD_1_267,CA_1,340.9,8.7388386e-05
827,Level12,HOUSEHOLD_1_268,CA_1,150.66,3.8621104e-05
828,Level12,HOUSEHOLD_1_269,CA_1,9.36,2.3994e-06
829,Level12,HOUSEHOLD_1_270,CA_1,128.96,3.3058393e-05
830,Level12,HOUSEHOLD_1_271,CA_1,35.76,9.166937e-06
831,Level12,HOUSEHOLD_1_272,CA_1,2123.61,0.000544379147
832,Level12,HOUSEHOLD_1_274,CA_1,64.22,1.6462547e-05
833,Level12,HOUSEHOLD_1_275,CA_1,222.75,5.7101094e-05
834,Level12,HOUSEHOLD_1_276,CA_1,71.88,1.8426158e-05
835,Level12,HOUSEHOLD_1_277,CA_1,2.91,7.45967e-07
836,Level12,HOUSEHOLD_1_278,CA_1,77.61,1.9895021e-05
837,Level12,HOUSEHOLD_1_279,CA_1,31.04,7.956983e-06
838,Level12,HOUSEHOLD_1_280,CA_1,49.7,1.2740401e-05
839,Level12,HOUSEHOLD_1_281,CA_1,83.98,2.1527946e-05
840,Level12,HOUSEHOLD_1_282,CA_1,238.8,6.1215449e-05
841,Level12,HOUSEHOLD_1_283,CA_1,100.64,2.5798672e-05
842,Level12,HOUSEHOLD_1_284,CA_1,118.56,3.0392394e-05
843,Level12,HOUSEHOLD_1_285,CA_1,154.56,3.9620854e-05
844,Level12,HOUSEHOLD_1_286,CA_1,44.37,1.1374077e-05
845,Level12,HOUSEHOLD_1_287,CA_1,217.61,5.5783475e-05
846,Level12,HOUSEHOLD_1_288,CA_1,118.95,3.0492369e-05
847,Level12,HOUSEHOLD_1_289,CA_1,83.52,2.1410027e-05
848,Level12,HOUSEHOLD_1_290,CA_1,236.16,6.0538696e-05
849,Level12,HOUSEHOLD_1_291,CA_1,197.16,5.0541198e-05
850,Level12,HOUSEHOLD_1_292,CA_1,298.08,7.6411646e-05
851,Level12,HOUSEHOLD_1_293,CA_1,586.09,0.000150241887
852,Level12,HOUSEHOLD_1_294,CA_1,485.78,0.00012452781
853,Level12,HOUSEHOLD_1_295,CA_1,68.54,1.7569962e-05
854,Level12,HOUSEHOLD_1_296,CA_1,104.37,2.6754843e-05
855,Level12,HOUSEHOLD_1_297,CA_1,0.0,0.0
856,Level12,HOUSEHOLD_1_298,CA_1,66.96,1.7164935e-05
857,Level12,HOUSEHOLD_1_299,CA_1,142.29,3.6475487e-05
858,Level12,HOUSEHOLD_1_300,CA_1,4.88,1.250969e-06
859,Level12,HOUSEHOLD_1_301,CA_1,217.36,5.5719389e-05
860,Level12,HOUSEHOLD_1_302,CA_1,31.72,8.131298e-06
861,Level12,HOUSEHOLD_1_303,CA_1,99.96,2.5624356e-05
862,Level12,HOUSEHOLD_1_304,CA_1,273.76,7.0177309e-05
863,Level12,HOUSEHOLD_1_305,CA_1,62.37,1.5988306e-05
864,Level12,HOUSEHOLD_1_306,CA_1,157.6,4.0400146e-05
865,Level12,HOUSEHOLD_1_307,CA_1,103.95,2.6647177e-05
866,Level12,HOUSEHOLD_1_308,CA_1,145.74,3.7359881e-05
867,Level12,HOUSEHOLD_1_309,CA_1,137.6,3.5273224e-05
868,Level12,HOUSEHOLD_1_310,CA_1,0.0,0.0
869,Level12,HOUSEHOLD_1_311,CA_1,97.0,2.4865572e-05
870,Level12,HOUSEHOLD_1_312,CA_1,30.81,7.898023e-06
871,Level12,HOUSEHOLD_1_313,CA_1,87.34,2.2389269e-05
872,Level12,HOUSEHOLD_1_314,CA_1,47.88,1.2273851e-05
873,Level12,HOUSEHOLD_1_315,CA_1,132.72,3.4022255e-05
874,Level12,HOUSEHOLD_1_316,CA_1,130.68,3.3499309e-05
875,Level12,HOUSEHOLD_1_317,CA_1,49.0,1.2560959e-05
876,Level12,HOUSEHOLD_1_318,CA_1,247.68,6.3491803e-05
877,Level12,HOUSEHOLD_1_319,CA_1,110.58,2.8346752e-05
878,Level12,HOUSEHOLD_1_320,CA_1,71.52,1.8333873e-05
879,Level12,HOUSEHOLD_1_321,CA_1,133.65,3.4260657e-05
880,Level12,HOUSEHOLD_1_322,CA_1,151.47,3.8828744e-05
881,Level12,HOUSEHOLD_1_323,CA_1,36.68,9.402775e-06
882,Level12,HOUSEHOLD_1_324,CA_1,143.28,3.672927e-05
883,Level12,HOUSEHOLD_1_325,CA_1,81.48,2.088708e-05
884,Level12,HOUSEHOLD_1_326,CA_1,92.72,2.3768411e-05
885,Level12,HOUSEHOLD_1_327,CA_1,109.76,2.8136548e-05
886,Level12,HOUSEHOLD_1_328,CA_1,222.3,5.6985739e-05
887,Level12,HOUSEHOLD_1_329,CA_1,197.6,5.065399e-05
888,Level12,HOUSEHOLD_1_330,CA_1,111.32,2.8536448e-05
889,Level12,HOUSEHOLD_1_331,CA_1,68.32,1.7513566e-05
890,Level12,HOUSEHOLD_1_332,CA_1,379.86,9.7375631e-05
891,Level12,HOUSEHOLD_1_333,CA_1,50.49,1.2942915e-05
892,Level12,HOUSEHOLD_1_334,CA_1,104.76,2.6854818e-05
893,Level12,HOUSEHOLD_1_335,CA_1,120.16,3.0802548e-05
894,Level12,HOUSEHOLD_1_336,CA_1,121.75,3.1210138e-05
895,Level12,HOUSEHOLD_1_337,CA_1,69.58,1.7836562e-05
896,Level12,HOUSEHOLD_1_338,CA_1,472.8,0.000121200437
897,Level12,HOUSEHOLD_1_339,CA_1,144.53,3.7049702e-05
898,Level12,HOUSEHOLD_1_340,CA_1,19.92,5.106414e-06
899,Level12,HOUSEHOLD_1_341,CA_1,43.92,1.1258721e-05
900,Level12,HOUSEHOLD_1_342,CA_1,539.1,0.000138196184
901,Level12,HOUSEHOLD_1_343,CA_1,242.42,6.2143422e-05
902,Level12,HOUSEHOLD_1_344,CA_1,182.39,4.6754966e-05
903,Level12,HOUSEHOLD_1_345,CA_1,88.62,2.2717392e-05
904,Level12,HOUSEHOLD_1_346,CA_1,102.44,2.6260095e-05
905,Level12,HOUSEHOLD_1_347,CA_1,191.28,4.9033883e-05
906,Level12,HOUSEHOLD_1_348,CA_1,109.74,2.8131421e-05
907,Level12,HOUSEHOLD_1_349,CA_1,114.66,2.9392644e-05
908,Level12,HOUSEHOLD_1_350,CA_1,117.82,3.0202698e-05
909,Level12,HOUSEHOLD_1_351,CA_1,75.66,1.9395146e-05
910,Level12,HOUSEHOLD_1_353,CA_1,86.0,2.2045765e-05
911,Level12,HOUSEHOLD_1_354,CA_1,88.78,2.2758407e-05
912,Level12,HOUSEHOLD_1_355,CA_1,87.78,2.2502061e-05
913,Level12,HOUSEHOLD_1_356,CA_1,0.0,0.0
914,Level12,HOUSEHOLD_1_357,CA_1,706.23,0.000181039308
915,Level12,HOUSEHOLD_1_358,CA_1,618.14,0.00015845778
916,Level12,HOUSEHOLD_1_359,CA_1,227.04,5.8200819e-05
917,Level12,HOUSEHOLD_1_360,CA_1,23.76,6.090783e-06
918,Level12,HOUSEHOLD_1_361,CA_1,242.52,6.2169057e-05
919,Level12,HOUSEHOLD_1_362,CA_1,119.55,3.0646177e-05
920,Level12,HOUSEHOLD_1_363,CA_1,53.46,1.3704263e-05
921,Level12,HOUSEHOLD_1_364,CA_1,179.52,4.6019252e-05
922,Level12,HOUSEHOLD_1_365,CA_1,100.08,2.5655118e-05
923,Level12,HOUSEHOLD_1_366,CA_1,0.0,0.0
924,Level12,HOUSEHOLD_1_367,CA_1,51.61,1.3230022e-05
925,Level12,HOUSEHOLD_1_368,CA_1,119.7,3.0684629e-05
926,Level12,HOUSEHOLD_1_369,CA_1,96.72,2.4793795e-05
927,Level12,HOUSEHOLD_1_370,CA_1,225.37,5.7772721e-05
928,Level12,HOUSEHOLD_1_371,CA_1,133.38,3.4191443e-05
929,Level12,HOUSEHOLD_1_372,CA_1,61.07,1.5655057e-05
930,Level12,HOUSEHOLD_1_373,CA_1,218.88,5.6109035e-05
931,Level12,HOUSEHOLD_1_374,CA_1,87.34,2.2389269e-05
932,Level12,HOUSEHOLD_1_375,CA_1,39.85,1.0215392e-05
933,Level12,HOUSEHOLD_1_376,CA_1,299.2,7.6698754e-05
934,Level12,HOUSEHOLD_1_377,CA_1,107.52,2.7562333e-05
